N,P,K,temperature,humidity,ph,rainfall,label
115.46,13.18,50.14,27.77,91.68,6.48,26.71,muskmelon
18.29,14.0,12.47,23.09,95.66,7.17,112.2,orange
81.77,48.54,16.15,24.89,63.22,5.73,79.66,maize
98.28,86.95,55.82,28.95,76.17,6.13,111.41,banana
67.96,51.89,47.36,24.42,82.54,7.07,190.06,jute
97.69,28.77,27.95,28.47,58.42,6.52,145.22,coffee
36.31,61.51,17.37,32.14,65.15,7.05,67.14,blackgram
23.75,49.68,17.15,28.84,48.24,6.42,52.71,mothbeans
90.31,13.52,46.58,28.39,92.51,6.35,20.0,muskmelon
41.83,71.61,23.44,30.79,63.1,6.97,69.23,blackgram
33.12,138.56,202.09,20.85,83.33,5.78,74.67,grapes
21.36,125.33,202.87,28.28,83.71,6.28,67.52,grapes
126.74,55.1,11.78,24.1,74.59,7.88,76.66,cotton
25.1,143.24,201.33,21.85,84.11,5.59,65.27,grapes
30.93,62.98,18.79,32.68,43.11,5.52,146.56,pigeonpeas
13.15,19.56,8.47,17.41,92.68,6.9,102.73,orange
15.78,39.01,19.72,28.03,55.94,7.37,50.72,mothbeans
18.34,28.5,31.74,34.22,50.11,6.46,100.15,mango
69.76,46.88,40.01,23.97,78.3,6.63,186.95,jute
18.75,28.07,27.53,32.96,49.93,5.69,92.53,mango
17.29,74.29,19.51,26.15,71.87,7.32,46.17,lentil
20.36,40.24,17.91,26.36,59.4,6.56,59.75,mothbeans
9.75,48.66,18.22,27.67,87.59,7.05,46.76,mungbean
39.35,59.98,47.58,35.9,90.73,6.55,102.18,papaya
20.64,18.76,12.98,21.9,92.73,7.67,95.63,orange
96.49,65.16,50.55,24.57,80.56,6.26,100.78,banana
22.38,14.02,24.83,27.08,94.16,5.88,179.71,coconut
14.7,22.49,28.73,29.98,48.32,5.99,95.17,mango
47.75,62.26,23.15,30.32,64.46,7.85,61.47,blackgram
91.47,49.38,23.1,18.69,66.27,6.47,85.79,maize
104.23,21.02,49.12,26.99,93.52,6.51,24.92,muskmelon
41.31,64.38,18.6,30.64,69.26,6.51,65.59,blackgram
85.8,55.71,44.37,25.65,83.4,6.19,166.97,jute
85.5,91.41,47.67,25.77,80.49,5.81,116.47,banana
18.2,11.66,10.82,24.38,87.42,6.67,105.66,orange
23.21,78.09,20.06,22.4,55.06,7.17,41.63,lentil
69.32,47.76,20.7,26.28,61.21,6.5,82.23,maize
23.63,34.27,19.88,28.74,84.67,7.09,50.93,mungbean
132.31,42.2,18.24,28.06,77.69,7.2,84.9,cotton
118.46,48.81,17.11,22.54,81.27,7.85,88.43,cotton
103.28,31.3,31.89,26.89,57.43,6.66,129.4,coffee
17.09,42.03,20.2,29.22,89.99,6.55,45.41,mungbean
24.89,75.18,18.12,17.46,21.09,5.54,104.95,kidneybeans
36.63,65.33,71.58,17.69,18.73,7.95,70.23,chickpea
26.87,53.43,22.66,27.81,82.26,6.52,49.58,mungbean
17.32,12.48,36.93,22.58,91.55,6.4,114.44,pomegranate
18.02,60.7,21.11,23.67,62.73,7.24,45.85,lentil
17.34,84.72,19.94,23.82,61.46,7.34,50.04,lentil
71.82,61.65,34.97,21.17,85.77,6.72,251.8,rice
105.76,15.5,42.71,25.06,86.42,6.8,44.94,watermelon
69.71,55.75,32.39,22.49,77.89,6.76,198.68,jute
16.96,17.08,35.0,20.94,92.51,6.79,113.26,pomegranate
26.27,68.24,16.99,21.63,69.16,6.67,45.92,lentil
36.86,62.15,21.83,28.48,67.68,6.99,55.94,blackgram
30.12,142.63,203.55,25.72,86.14,6.1,72.18,grapes
26.53,26.97,30.42,32.39,54.3,5.14,98.21,mango
73.99,44.96,36.99,27.3,82.26,5.98,256.76,rice
68.95,47.79,34.56,23.91,83.88,6.72,146.61,jute
80.69,77.55,50.13,29.11,81.6,6.09,95.58,banana
123.1,47.22,20.46,26.92,79.69,7.2,96.81,cotton
79.07,49.38,38.51,23.58,85.5,7.42,176.95,jute
28.71,62.61,80.46,19.14,14.74,7.81,73.17,chickpea
17.82,15.85,32.05,26.89,96.96,5.7,153.17,coconut
17.0,48.52,18.53,28.78,90.03,6.88,51.45,mungbean
24.98,79.25,23.21,25.88,50.27,5.15,160.95,pigeonpeas
96.49,85.24,49.86,26.12,84.27,6.02,120.99,banana
96.47,86.88,49.84,28.59,84.45,6.32,108.36,banana
16.27,76.7,23.08,23.66,57.62,6.67,42.7,lentil
19.64,53.48,22.29,28.52,82.58,6.89,48.52,mungbean
51.16,62.76,49.86,32.41,91.68,6.58,158.35,papaya
22.86,72.53,21.32,20.14,23.28,5.82,100.59,kidneybeans
119.48,12.58,53.14,24.91,84.19,6.4,46.78,watermelon
25.14,17.03,30.6,26.34,98.28,6.85,170.69,coconut
21.85,81.67,15.91,20.48,19.95,5.79,106.19,kidneybeans
76.61,46.79,22.65,24.03,58.89,6.64,101.36,maize
12.33,21.59,29.75,36.84,49.49,5.73,86.05,mango
18.34,131.59,197.22,20.84,83.75,6.16,74.44,grapes
17.41,47.47,26.51,25.35,43.94,7.27,45.77,mothbeans
52.2,65.21,48.15,37.46,94.72,6.92,129.4,papaya
24.05,17.06,10.24,24.79,91.11,6.43,115.56,orange
83.11,57.33,44.29,23.28,82.24,6.0,235.74,rice
23.54,17.36,31.58,25.7,95.19,6.03,179.87,coconut
40.51,60.02,22.07,34.55,65.03,7.25,68.31,blackgram
18.32,60.28,21.86,24.96,63.12,6.14,52.92,lentil
96.99,11.9,51.7,25.92,85.39,6.43,49.34,watermelon
17.32,28.91,35.17,35.3,43.47,6.03,93.63,mango
24.05,27.11,24.7,38.68,56.31,6.09,90.18,mango
27.79,50.29,23.83,28.55,40.86,5.26,183.03,pigeonpeas
25.09,17.67,45.12,19.9,87.83,5.69,117.54,pomegranate
19.4,52.15,18.15,27.38,84.84,6.35,59.32,mungbean
16.29,67.28,17.45,21.25,17.14,5.63,110.42,kidneybeans
16.81,43.11,16.8,32.45,59.86,7.95,41.42,mothbeans
27.82,17.67,28.11,28.0,98.22,6.28,185.56,coconut
20.42,71.59,25.93,16.97,25.64,5.72,92.42,kidneybeans
84.74,40.56,47.75,22.03,81.33,6.73,205.43,rice
10.45,46.28,19.1,27.9,85.16,6.78,47.5,mungbean
76.65,43.68,36.73,27.13,83.51,5.9,259.15,rice
23.21,21.67,49.5,20.74,92.49,6.37,114.9,pomegranate
87.01,43.75,34.54,22.38,84.21,6.41,169.92,jute
19.18,56.62,11.88,25.24,65.36,6.79,45.17,lentil
19.29,50.03,23.09,29.94,47.48,7.29,50.68,mothbeans
18.0,63.86,22.5,24.94,49.42,6.41,139.24,pigeonpeas
11.2,18.29,34.67,23.6,92.06,6.13,102.9,pomegranate
19.89,49.93,19.97,26.57,57.32,6.94,51.34,mothbeans
39.23,61.54,16.92,27.94,64.01,7.47,62.97,blackgram
51.73,63.85,47.71,31.46,95.82,6.9,158.41,papaya
80.45,36.35,27.09,28.36,59.05,6.97,149.3,coffee
94.79,84.35,46.91,27.31,75.86,6.19,118.72,banana
18.37,23.85,32.69,33.51,50.79,6.07,94.47,mango
39.46,69.66,80.95,19.96,15.93,7.51,78.02,chickpea
93.12,20.09,52.72,28.95,94.93,6.29,24.14,muskmelon
18.76,27.87,33.18,28.21,46.66,5.03,91.41,mango
35.73,64.81,17.97,31.94,63.58,7.72,70.39,blackgram
89.57,18.05,49.98,28.99,92.53,6.48,23.77,muskmelon
22.79,55.27,23.19,28.33,56.41,6.02,171.53,pigeonpeas
92.01,53.95,18.95,21.53,63.91,6.82,89.38,maize
24.49,16.34,9.9,22.04,91.78,7.24,113.07,orange
17.91,14.62,47.34,25.16,87.89,6.44,103.42,pomegranate
17.04,14.47,10.14,21.11,89.36,7.09,118.01,orange
18.8,72.8,12.94,25.62,62.25,7.56,48.82,lentil
94.07,13.92,48.37,25.49,84.03,6.44,52.47,watermelon
24.13,33.07,26.03,28.94,83.17,6.75,49.46,mungbean
26.59,15.04,26.1,32.33,96.37,5.92,191.34,coconut
14.58,50.22,14.05,25.42,87.72,6.85,48.06,mungbean
25.17,12.32,36.45,25.56,96.85,5.7,164.56,coconut
14.38,49.46,13.75,29.31,50.46,7.95,45.0,mothbeans
16.94,47.44,19.28,30.43,54.13,6.36,66.32,mothbeans
54.67,65.35,52.21,40.34,95.77,6.79,125.83,papaya
21.28,19.5,30.58,27.54,94.57,5.57,210.59,coconut
87.52,52.54,35.45,26.41,78.09,6.63,290.96,rice
88.09,53.74,21.52,25.07,69.88,6.61,92.58,maize
102.32,17.34,53.68,25.63,82.27,6.32,40.9,watermelon
20.47,130.24,205.0,20.31,81.01,6.29,68.4,grapes
105.29,16.96,25.96,21.56,59.6,6.87,163.2,coffee
24.08,19.23,36.57,23.72,91.76,6.09,109.79,pomegranate
15.5,26.19,47.93,22.31,90.07,6.71,114.07,pomegranate
38.52,60.25,90.85,18.64,17.05,7.52,80.45,chickpea
92.31,56.53,19.36,26.13,65.79,6.1,77.44,maize
17.55,27.52,30.96,28.73,52.73,5.83,84.41,mango
11.62,23.13,32.85,23.6,89.18,6.61,99.51,pomegranate
20.28,40.91,19.87,25.97,82.14,6.9,52.02,mungbean
122.48,47.89,20.73,24.39,79.64,7.5,69.9,cotton
17.95,51.49,19.98,26.19,85.99,7.36,51.36,mungbean
82.58,48.53,21.62,20.1,65.88,5.78,83.47,maize
22.55,65.2,21.81,19.01,21.19,5.71,90.87,kidneybeans
20.96,60.28,17.85,24.49,53.97,4.75,172.57,pigeonpeas
84.0,43.45,42.58,23.82,86.01,6.8,165.5,jute
108.42,26.09,29.5,23.93,56.71,6.88,149.07,coffee
113.48,44.71,19.72,21.84,77.5,6.19,73.02,cotton
83.79,44.87,40.59,24.02,79.64,6.35,162.94,jute
124.99,41.04,17.79,20.14,78.92,6.46,81.03,cotton
24.47,39.76,21.05,24.24,53.43,7.94,43.62,mothbeans
85.15,16.36,48.99,27.5,86.4,6.55,54.98,watermelon
96.46,79.3,47.49,29.24,81.78,6.08,111.07,banana
28.65,71.72,24.2,24.34,39.91,5.73,159.56,pigeonpeas
80.46,54.99,11.31,27.62,64.64,6.53,72.32,maize
20.26,120.95,203.19,29.03,83.56,6.06,71.24,grapes
21.86,29.47,31.15,35.27,51.03,5.65,89.21,mango
80.6,64.24,39.04,24.2,82.2,5.93,264.77,rice
20.44,132.75,195.19,19.76,91.98,6.0,120.4,apple
92.19,64.06,50.82,26.24,78.0,5.85,118.56,banana
118.2,30.95,27.71,27.1,57.09,6.57,119.51,coffee
19.78,49.1,17.99,30.54,47.32,7.09,60.66,mothbeans
27.54,145.0,200.98,20.24,91.69,6.02,113.22,apple
19.17,50.24,21.96,27.24,85.7,6.09,57.05,mungbean
133.07,45.82,19.79,24.51,89.36,7.44,86.01,cotton
14.62,15.03,31.54,26.12,95.33,6.07,172.33,coconut
101.39,78.88,52.06,26.42,78.57,5.84,115.42,banana
118.93,48.0,13.66,23.65,81.49,6.83,75.33,cotton
26.45,134.45,205.0,21.81,91.43,6.14,101.34,apple
19.94,10.95,42.04,23.9,89.9,6.92,112.66,pomegranate
90.9,29.29,31.68,26.63,58.67,6.73,166.23,coffee
31.72,61.99,84.31,20.33,17.83,7.59,84.23,chickpea
13.83,14.69,5.0,21.03,92.04,7.23,108.62,orange
40.09,80.8,22.27,33.19,66.66,7.45,63.46,blackgram
106.85,47.06,17.16,25.38,80.22,6.45,81.05,cotton
39.79,54.08,85.82,17.8,15.18,7.38,89.29,chickpea
69.29,50.38,38.88,25.03,83.72,6.37,215.03,rice
91.75,52.43,41.92,25.13,80.72,7.06,193.15,jute
70.69,67.9,46.81,33.77,94.01,6.86,151.45,papaya
18.72,69.92,19.0,27.47,44.92,5.04,155.93,pigeonpeas
104.96,31.13,31.38,26.31,69.7,6.78,174.95,coffee
101.99,13.8,52.58,24.86,84.23,6.57,51.32,watermelon
35.2,63.14,75.23,19.08,20.05,7.43,78.08,chickpea
87.75,40.51,39.7,17.12,79.23,6.3,205.01,rice
20.36,19.5,10.87,21.11,87.55,6.91,117.7,orange
43.93,74.3,19.16,28.7,58.86,7.35,70.34,blackgram
118.67,74.57,54.97,27.93,74.97,6.19,103.66,banana
101.33,22.03,43.94,24.88,87.67,6.6,51.7,watermelon
25.08,56.77,24.51,26.87,46.83,5.49,143.74,pigeonpeas
111.08,45.15,20.0,24.55,79.76,6.67,64.69,cotton
68.8,48.52,36.52,23.68,76.31,6.68,188.96,jute
115.42,32.69,27.17,25.16,59.04,6.83,174.59,coffee
18.8,51.84,14.16,29.49,83.09,6.79,46.91,mungbean
84.51,79.24,50.18,24.65,84.57,6.04,107.65,banana
23.62,52.37,21.44,27.81,87.77,6.28,54.72,mungbean
76.92,57.06,44.55,24.67,82.1,6.58,175.31,jute
21.58,134.2,205.0,22.46,79.7,5.57,71.52,grapes
19.91,30.48,33.32,32.24,46.83,5.03,84.16,mango
87.72,19.61,59.39,29.87,95.13,6.44,27.6,muskmelon
18.27,130.11,204.26,24.2,92.12,6.11,105.16,apple
136.44,46.44,17.6,24.55,81.05,6.93,81.83,cotton
95.99,20.07,53.13,27.25,82.23,6.4,54.59,watermelon
106.03,31.23,31.32,25.68,61.69,6.07,160.1,coffee
18.05,67.27,18.76,26.93,66.48,6.99,39.35,lentil
18.25,15.57,6.68,25.38,86.67,8.09,121.01,orange
88.06,56.31,21.92,19.54,71.73,5.86,88.43,maize
45.62,54.11,48.03,41.32,91.7,6.88,135.08,papaya
17.85,20.67,42.28,19.64,92.59,6.74,100.72,pomegranate
61.65,51.24,51.93,38.88,94.02,6.87,154.35,papaya
16.49,27.76,32.49,33.2,45.22,6.56,90.85,mango
19.61,67.87,16.47,24.39,59.87,7.46,38.92,lentil
57.69,61.88,45.33,33.21,96.54,6.72,136.05,papaya
108.39,53.45,20.33,25.0,77.1,5.72,76.22,cotton
22.62,64.61,19.26,24.46,67.53,7.14,44.6,lentil
122.67,38.6,23.1,18.82,82.3,7.27,76.94,cotton
18.78,12.44,37.54,19.99,92.12,6.44,99.79,pomegranate
26.18,16.86,27.5,26.25,93.76,5.46,157.64,coconut
73.38,40.16,16.12,25.3,63.33,6.3,84.24,maize
77.6,44.38,43.55,24.49,81.22,6.86,209.17,rice
65.76,48.76,45.34,24.96,80.34,7.05,151.63,jute
25.97,53.75,20.15,28.66,58.57,6.93,58.43,mothbeans
15.39,31.68,32.42,33.64,50.23,5.23,100.57,mango
27.61,136.82,203.1,22.67,80.26,6.38,67.61,grapes
124.62,53.26,15.75,23.94,76.6,6.88,78.59,cotton
9.55,20.06,28.62,25.4,96.68,5.99,197.59,coconut
59.9,38.56,22.23,22.83,64.46,6.21,88.97,maize
101.53,19.03,51.84,27.7,90.05,6.9,23.25,muskmelon
102.31,11.39,47.41,27.57,91.21,6.51,24.38,muskmelon
27.39,16.36,11.25,26.91,90.92,7.44,112.43,orange
26.76,53.32,19.81,28.69,51.73,7.61,49.6,mothbeans
23.83,50.39,22.36,28.99,83.9,6.95,40.25,mungbean
118.47,57.1,23.64,25.54,82.19,7.18,89.67,cotton
21.64,13.22,9.29,18.22,91.81,6.88,112.59,orange
17.58,26.51,32.14,34.39,52.2,5.84,103.69,mango
84.98,57.16,44.8,27.91,80.0,6.75,240.78,rice
88.73,51.81,18.89,24.33,53.81,6.54,63.92,maize
24.93,67.36,15.78,27.57,58.32,6.42,148.26,pigeonpeas
21.9,32.54,27.91,34.05,48.35,6.11,85.95,mango
40.13,69.47,88.51,19.26,22.0,7.53,66.01,chickpea
88.57,26.76,28.91,28.3,62.6,7.14,172.86,coffee
26.11,13.8,7.14,22.59,91.5,6.66,109.94,orange
15.1,23.78,26.38,28.99,40.22,6.02,107.03,mango
23.52,130.29,194.21,18.35,80.61,6.27,74.62,grapes
71.61,44.84,41.66,25.55,80.86,6.33,208.54,rice
89.67,70.74,49.12,27.21,80.71,5.91,109.67,banana
71.4,39.65,39.07,24.1,81.69,6.68,184.22,jute
95.06,81.92,45.46,28.94,75.02,6.16,101.99,banana
14.93,55.44,18.83,28.1,47.52,5.59,130.59,pigeonpeas
16.12,17.39,12.71,21.3,93.26,6.59,127.62,orange
50.17,62.02,80.97,17.79,14.16,7.06,79.8,chickpea
108.32,14.98,51.55,23.72,86.42,7.09,45.83,watermelon
18.43,60.43,18.19,24.71,68.44,6.83,39.65,lentil
65.7,53.98,37.45,24.39,84.68,6.36,163.9,jute
19.37,74.1,15.65,20.67,71.12,6.66,51.38,lentil
21.74,124.04,204.72,22.44,92.07,6.17,115.04,apple
111.56,32.11,28.95,27.93,62.55,6.86,162.43,coffee
16.78,48.96,23.49,27.61,91.79,6.54,48.59,mungbean
21.09,71.36,21.02,20.88,18.28,5.91,123.44,kidneybeans
79.87,38.62,41.05,21.93,82.03,6.92,195.19,jute
53.76,54.42,50.47,32.46,94.18,6.67,141.42,papaya
36.33,69.89,74.28,19.06,16.73,7.22,79.07,chickpea
21.46,15.85,9.96,20.66,91.11,7.17,100.8,orange
89.49,20.99,43.5,24.63,90.23,6.37,44.23,watermelon
97.54,19.0,50.96,28.18,91.42,6.18,27.66,muskmelon
70.74,50.77,21.48,23.05,63.0,6.0,84.49,maize
117.18,42.08,22.89,19.63,78.21,7.23,78.05,cotton
26.2,75.13,21.6,28.6,58.67,5.8,125.86,pigeonpeas
118.08,52.36,15.98,26.84,82.51,6.87,79.21,cotton
22.28,18.37,35.13,28.24,95.6,6.07,167.0,coconut
14.93,49.01,17.36,29.33,85.4,6.22,50.92,mungbean
19.15,69.63,17.25,23.03,65.72,6.45,47.45,lentil
89.26,27.42,25.6,30.58,52.28,6.8,178.68,coffee
17.38,50.96,23.89,25.99,51.37,6.71,40.03,mothbeans
91.61,37.12,45.87,24.52,75.58,6.63,163.96,jute
110.76,44.3,12.94,25.6,82.26,6.9,68.18,cotton
22.79,23.53,39.93,21.08,93.17,6.04,110.13,pomegranate
24.9,69.15,16.12,26.37,44.46,5.76,158.02,pigeonpeas
21.4,21.34,31.63,24.96,91.26,5.98,153.87,coconut
43.52,65.04,45.38,29.82,93.23,7.02,135.55,papaya
88.06,50.16,31.95,25.32,76.89,7.03,153.12,jute
30.49,36.03,30.24,21.61,54.53,5.58,89.89,mango
76.76,63.0,25.18,23.49,65.35,6.24,92.16,maize
76.88,43.4,42.96,24.83,74.98,6.12,157.87,jute
117.24,41.4,15.14,20.13,79.41,6.73,74.99,cotton
102.09,20.45,43.9,26.09,86.94,5.88,54.79,watermelon
29.86,73.4,21.45,28.62,50.46,4.84,143.92,pigeonpeas
101.35,19.78,32.1,24.5,50.27,6.56,147.84,coffee
16.19,16.6,38.94,22.34,91.89,6.38,107.6,pomegranate
108.2,25.68,31.41,26.0,58.67,6.65,146.62,coffee
18.34,47.64,18.97,30.22,76.99,6.7,47.77,mungbean
42.05,50.39,49.65,32.88,91.67,6.68,120.54,papaya
107.97,21.57,38.99,26.12,80.92,6.65,51.44,watermelon
35.04,56.02,23.18,27.27,52.73,6.02,134.84,pigeonpeas
100.2,21.3,43.24,24.64,83.54,6.39,54.5,watermelon
75.25,42.71,21.61,20.15,65.31,6.2,97.83,maize
20.51,25.54,34.51,34.73,52.95,5.67,106.61,mango
25.43,118.72,196.4,25.03,82.93,6.36,69.02,grapes
16.72,55.85,19.62,27.17,88.49,6.61,52.96,mungbean
86.25,48.42,18.06,24.15,66.77,6.47,92.42,maize
35.57,56.11,25.27,32.41,61.98,7.18,70.3,blackgram
18.74,122.56,204.76,22.82,90.65,5.78,124.45,apple
114.95,43.36,14.39,24.51,80.25,6.29,84.03,cotton
15.58,16.69,34.91,22.62,91.77,6.0,104.77,pomegranate
95.26,52.75,18.54,27.79,62.78,6.42,88.39,maize
21.34,9.26,9.89,17.76,89.78,6.93,119.43,orange
17.58,55.9,25.26,24.35,61.8,7.07,51.54,lentil
21.1,19.94,29.56,30.92,95.07,6.32,190.19,coconut
36.08,62.23,86.87,15.7,23.08,7.72,81.89,chickpea
34.8,61.74,78.48,16.88,15.16,7.11,87.1,chickpea
40.37,61.01,18.63,26.91,70.55,7.01,64.87,blackgram
21.62,86.55,21.05,25.19,47.53,4.91,147.89,pigeonpeas
91.21,44.0,17.5,23.58,62.99,6.39,87.24,maize
24.86,118.46,202.27,21.14,80.34,5.67,72.53,grapes
36.14,74.42,80.29,19.3,19.86,7.5,84.41,chickpea
85.4,18.14,54.75,28.38,89.29,6.57,29.76,muskmelon
16.62,88.49,16.42,22.2,62.54,7.0,43.35,lentil
44.43,71.92,75.32,20.53,15.73,7.62,83.04,chickpea
104.89,20.45,48.86,27.81,90.14,6.47,21.58,muskmelon
52.09,52.84,51.48,32.36,93.37,6.69,144.09,papaya
13.95,15.6,5.55,23.81,93.1,7.67,109.14,orange
40.47,70.3,19.8,27.84,65.28,6.78,68.29,blackgram
41.49,66.74,39.79,32.29,86.51,6.53,132.78,papaya
101.38,39.49,30.83,26.66,60.65,6.72,181.39,coffee
23.47,24.73,27.62,26.02,50.74,5.77,101.52,mango
16.46,23.32,13.61,27.28,91.54,7.97,113.08,orange
105.56,18.43,45.33,28.13,91.56,6.04,21.76,muskmelon
23.03,71.79,16.95,19.61,21.5,5.67,110.91,kidneybeans
24.24,130.59,205.0,19.35,80.02,6.46,70.12,grapes
40.73,56.78,53.01,40.09,93.33,6.93,137.69,papaya
19.76,71.4,16.4,28.56,72.77,7.06,53.65,lentil
22.37,142.69,204.4,21.07,90.13,5.69,119.53,apple
18.01,52.59,19.9,29.09,82.63,6.52,45.65,mungbean
87.67,43.71,42.71,22.67,80.9,6.5,188.37,rice
17.04,56.96,20.58,29.45,83.03,6.33,44.98,mungbean
10.54,12.7,14.88,24.63,96.03,7.33,105.31,orange
29.93,138.69,199.96,24.45,82.64,6.12,62.3,grapes
73.74,43.17,44.71,24.08,80.57,6.75,158.74,jute
22.17,129.4,205.0,22.29,90.72,5.97,126.44,apple
26.06,16.21,30.79,29.12,96.38,6.24,155.01,coconut
18.75,21.64,34.06,36.45,50.06,6.66,95.25,mango
95.9,25.94,24.51,26.53,52.41,6.57,168.69,coffee
17.04,14.89,11.68,23.35,93.42,6.91,108.11,orange
119.12,52.85,16.79,21.51,75.93,6.43,85.16,cotton
21.54,45.95,24.07,29.46,90.35,6.28,48.19,mungbean
22.36,37.16,16.96,32.63,84.58,6.92,44.5,mungbean
29.14,125.97,194.23,25.29,83.49,6.12,61.54,grapes
19.01,64.99,18.06,21.59,21.15,5.57,125.72,kidneybeans
21.98,45.48,19.24,29.65,82.38,7.28,37.47,mungbean
106.49,23.66,50.59,28.34,91.78,6.42,22.22,muskmelon
91.7,19.78,60.39,29.2,88.32,6.33,25.07,muskmelon
41.85,62.91,18.49,28.02,69.58,7.01,76.52,blackgram
27.29,125.19,201.54,23.65,83.46,5.93,68.37,grapes
51.11,48.15,51.82,36.4,92.35,7.17,128.94,papaya
15.34,18.29,36.56,23.19,89.16,6.01,110.15,pomegranate
101.89,15.83,48.48,23.55,84.46,6.36,48.22,watermelon
109.64,19.21,59.32,27.38,93.95,6.14,25.17,muskmelon
91.72,16.55,52.32,31.06,93.51,6.49,26.29,muskmelon
95.33,14.84,51.55,27.19,90.31,6.63,30.4,muskmelon
83.95,51.96,41.42,23.65,78.97,6.98,154.05,jute
27.16,138.91,196.37,22.65,90.51,5.85,108.82,apple
19.44,20.33,5.0,24.33,93.64,7.46,110.05,orange
100.61,20.13,52.54,25.08,80.97,6.58,43.34,watermelon
114.31,24.13,31.4,23.25,59.28,7.02,154.24,coffee
103.87,27.66,25.21,24.66,54.31,6.6,158.7,coffee
21.7,17.58,12.52,28.39,92.45,7.44,108.04,orange
97.43,72.47,57.77,26.26,82.39,6.32,100.16,banana
44.14,75.11,21.27,30.45,61.11,7.1,64.6,blackgram
21.69,107.2,197.65,23.75,91.52,5.76,105.41,apple
32.1,15.69,29.55,26.25,93.54,6.68,192.63,coconut
48.72,60.54,44.52,39.28,92.48,6.76,131.06,papaya
26.97,30.43,21.17,28.69,53.51,5.86,88.56,mango
105.0,100.31,42.95,28.57,77.67,5.99,102.62,banana
19.25,46.04,16.87,25.86,55.52,6.47,53.73,mothbeans
21.69,6.7,10.6,17.83,93.49,7.59,104.02,orange
54.41,60.46,49.69,38.23,93.31,6.53,128.98,papaya
120.24,50.38,16.28,24.37,83.75,7.13,80.86,cotton
81.06,45.22,47.52,18.3,85.57,6.9,184.37,rice
61.55,85.16,50.14,24.88,81.33,6.14,109.32,banana
26.15,44.42,12.83,27.38,57.77,7.12,54.63,mothbeans
23.67,83.41,18.33,24.77,63.13,6.9,53.36,lentil
118.42,19.44,40.14,30.06,94.48,6.33,26.85,muskmelon
13.36,15.15,39.22,25.95,97.1,5.82,184.86,coconut
110.69,82.63,50.73,26.15,75.25,6.07,111.84,banana
41.09,56.63,82.0,17.92,15.74,7.53,90.01,chickpea
9.88,65.42,20.72,17.8,22.57,5.66,132.23,kidneybeans
21.78,68.65,18.91,22.32,65.09,7.2,39.98,lentil
21.92,73.62,18.05,17.69,18.99,5.6,100.62,kidneybeans
94.59,29.0,28.02,24.19,57.27,6.59,170.41,coffee
105.6,81.17,57.1,25.18,80.82,6.02,111.11,banana
91.71,16.29,56.09,28.27,88.56,6.39,24.46,muskmelon
21.07,23.15,41.53,16.81,88.85,6.76,102.65,pomegranate
20.31,140.43,196.93,21.97,89.68,5.97,114.98,apple
27.53,16.18,32.4,27.11,94.87,5.86,172.43,coconut
15.56,70.57,17.18,26.66,65.41,7.02,41.79,lentil
58.13,51.47,52.85,26.88,92.32,6.92,131.57,papaya
22.17,50.85,17.61,29.05,59.6,5.47,55.22,mothbeans
33.35,74.33,23.4,28.64,63.99,6.79,66.58,blackgram
19.47,22.11,27.17,25.39,97.86,6.36,183.48,coconut
33.72,71.29,85.93,19.98,18.79,7.0,68.73,chickpea
72.18,56.01,45.09,25.82,86.0,7.37,172.17,jute
52.13,49.15,53.04,29.81,95.62,6.69,117.67,papaya
18.52,57.66,20.05,21.9,19.33,6.0,113.56,kidneybeans
20.12,69.2,24.73,30.16,53.31,5.57,131.72,pigeonpeas
19.0,14.75,9.64,20.66,91.48,7.81,104.11,orange
21.37,78.38,22.56,20.93,22.76,5.71,114.27,kidneybeans
16.55,145.0,205.0,21.27,93.65,5.55,122.53,apple
12.45,26.71,27.27,32.71,44.54,5.94,90.92,mango
93.21,15.24,54.73,30.07,94.2,6.5,24.98,muskmelon
69.22,55.32,40.65,24.42,83.51,6.36,171.42,jute
15.69,27.56,33.49,33.51,50.32,5.66,100.39,mango
95.59,15.87,47.96,25.01,76.96,6.62,46.57,watermelon
74.86,39.59,39.69,25.51,79.34,6.6,222.94,rice
80.32,59.59,40.89,23.84,78.61,6.36,193.64,jute
17.51,34.07,29.43,30.98,42.44,5.72,99.72,mango
24.18,59.71,19.67,25.69,45.77,5.59,139.95,pigeonpeas
24.12,62.9,22.56,17.92,23.83,5.73,114.2,kidneybeans
42.57,55.59,17.52,29.24,71.8,7.02,54.59,blackgram
37.88,58.87,22.06,33.28,71.78,7.47,66.61,blackgram
101.26,78.48,47.88,25.79,79.11,5.36,98.71,banana
19.05,65.4,14.97,25.14,72.37,6.55,41.83,lentil
21.63,60.29,15.94,17.06,24.38,5.57,128.91,kidneybeans
115.97,74.41,54.25,26.75,85.66,5.89,97.88,banana
26.41,121.69,198.5,20.79,82.22,5.89,70.31,grapes
27.35,59.32,22.68,29.93,59.08,5.6,163.75,pigeonpeas
10.46,74.82,20.3,22.57,72.39,6.93,40.52,lentil
20.95,16.49,39.89,21.68,92.17,6.08,107.19,pomegranate
121.29,50.2,21.62,22.23,80.38,7.48,78.74,cotton
49.01,64.42,78.75,20.89,17.91,7.48,97.42,chickpea
69.46,47.55,20.99,23.2,66.89,6.68,90.24,maize
20.8,140.81,196.18,21.34,90.95,5.73,118.41,apple
